Date,Open,High,Low,Close,Adj Close,Volume
2020-02-11,35.948769,36.176472,35.825428,36.138519,34.697407,16027335
2020-02-12,36.138519,36.233398,35.787476,35.806454,34.378582,22944315
2020-02-13,35.654648,35.654648,35.000000,35.037952,33.640732,22099745
2020-02-14,35.075901,35.142315,34.554081,34.639469,33.258137,21006747
2020-02-18,34.677418,34.791271,34.411766,34.459202,33.085056,17988513
2020-02-19,34.535103,34.629982,34.354839,34.373814,33.003075,17750941
2020-02-20,33.880455,34.212524,33.595825,34.013283,32.656918,42953135
2020-02-21,33.927895,33.984821,33.709679,33.889942,32.538498,32425256
2020-02-24,33.244781,33.586338,32.827324,32.893738,31.582020,37969296
2020-02-25,32.903225,32.960152,31.982922,32.191650,30.907928,41878898
2020-02-26,32.485767,33.406071,32.277039,32.941177,31.627567,47920005
2020-02-27,32.675522,33.880455,32.352940,32.352940,31.062788,55444827
2020-02-28,31.774195,32.201138,30.863379,31.707781,30.443357,66071993
2020-03-02,32.172676,33.159393,31.736242,33.092979,31.773317,42034469
2020-03-03,33.377609,33.946869,32.125237,32.542694,31.244972,46174475
2020-03-04,33.301708,34.592030,33.159393,34.535103,33.157932,38712155
2020-03-05,33.823528,34.326378,33.358635,33.643265,32.301655,35096303
2020-03-06,32.922199,33.368122,32.371918,33.225807,31.900845,40931036
2020-03-09,31.745731,32.912712,31.461102,32.030361,30.753071,43183856
2020-03-10,32.798862,32.884251,31.318787,32.817837,31.509144,40548329
2020-03-11,32.030361,32.144215,30.037951,30.521822,29.304689,65350213
2020-03-12,28.918406,30.360531,28.462997,28.481974,27.346186,62731445
2020-03-13,29.667933,31.195446,28.681213,31.034157,29.796595,60553038
2020-03-16,28.406073,30.626186,28.130930,28.633776,27.491932,50995050
2020-03-17,30.018974,30.977230,29.022770,30.512335,29.295582,54220606
2020-03-18,29.193548,30.939280,28.757116,30.702087,29.477766,43884976
2020-03-19,30.569260,30.597723,28.472486,28.861481,27.710558,59820929
2020-03-20,28.728653,29.098673,27.428843,27.523720,26.426146,52488989
2020-03-23,27.286528,28.064516,26.451612,27.030361,25.952459,52853041
2020-03-24,27.998102,28.510435,27.419355,28.178368,27.054686,44466784
2020-03-25,27.988615,29.146111,27.514231,28.225805,27.100231,44601275
2020-03-26,28.358635,30.351044,28.349146,30.123341,28.922100,43269967
2020-03-27,29.222012,30.113852,29.089184,29.316889,28.147806,38290344
2020-03-30,29.459204,31.166983,29.459204,30.996204,29.760155,29943508
2020-03-31,30.740038,31.309298,30.588236,30.967743,29.732828,29466151
2020-04-01,30.284630,30.626186,29.914612,30.123341,28.922100,26709625
2020-04-02,30.265656,31.309298,30.123341,31.185959,29.942343,27186876
2020-04-03,30.958254,32.153702,30.958254,31.916510,30.643761,32837370
2020-04-06,32.182163,33.111954,32.049335,32.798862,31.490927,40503217
2020-04-07,33.206833,33.368122,31.869070,31.888046,30.616430,24226295
2020-04-08,32.248577,33.017078,31.726755,32.827324,31.518255,25523980
2020-04-09,33.235294,33.937382,33.064514,33.576851,32.237896,30714930
2020-04-13,34.117645,34.136623,32.941177,33.339657,32.010159,18270141
2020-04-14,34.089184,34.753323,33.529411,34.573055,33.194370,21845309
2020-04-15,34.212524,34.373814,33.757114,34.127136,32.766232,21312196
2020-04-16,34.269451,34.402279,33.757114,34.041744,32.684246,20657451
2020-04-17,34.629982,35.104362,34.259960,35.018974,33.622505,24404843
2020-04-20,34.516129,35.018974,34.231499,34.231499,32.866436,22530620
