Date,Open,High,Low,Close,Adj Close,Volume
2020-12-11,71.250000,72.879997,69.269997,71.129997,71.129997,6914700
2020-12-14,72.169998,72.180000,69.519997,69.790001,69.790001,6879800
2020-12-15,70.360001,70.988998,68.949997,70.709999,70.709999,6432700
2020-12-16,70.980003,71.570000,68.680000,70.269997,70.269997,7565800
2020-12-17,71.699997,72.680000,70.099998,71.000000,71.000000,10128200
2020-12-18,71.589996,71.800003,69.810997,70.360001,70.360001,12822100
2020-12-21,69.610001,71.629997,68.349998,69.849998,69.849998,12656200
2020-12-22,70.290001,72.419998,69.349998,72.349998,72.349998,9143100
2020-12-23,73.000000,75.441002,72.650002,72.989998,72.989998,11107200
2020-12-24,73.000000,73.410004,70.322998,71.040001,71.040001,4552300
2020-12-28,72.000000,72.480003,66.650002,67.790001,67.790001,8081200
2020-12-29,68.010002,69.510002,66.599998,68.290001,68.290001,6939400
2020-12-30,68.330002,68.529999,65.919998,67.139999,67.139999,8639000
2020-12-31,67.309998,67.544998,65.449997,65.900002,65.900002,6576500
2021-01-04,66.000000,69.669998,64.500000,68.070000,68.070000,12825700
2021-01-05,67.919998,69.410004,67.449997,68.419998,68.419998,6482300
2021-01-06,66.029999,68.339996,64.739998,67.110001,67.110001,9518500
2021-01-07,67.709999,71.410004,67.709999,71.379997,71.379997,9870700
2021-01-08,72.199997,73.570000,69.500000,71.870003,71.870003,9096200
2021-01-11,70.809998,72.891998,69.024002,71.699997,71.699997,7812800
2021-01-12,71.169998,75.070000,71.169998,75.070000,75.070000,8941000
2021-01-13,76.000000,76.879997,72.704002,72.760002,72.760002,9793800
2021-01-14,73.449997,76.250000,70.410004,70.959999,70.959999,13110400
2021-01-15,71.389999,71.849998,68.919998,69.750000,69.750000,8863800
2021-01-19,71.750000,71.949997,69.580002,71.010002,71.010002,6820100
2021-01-20,72.000000,73.019997,69.580002,72.639999,72.639999,6938700
2021-01-21,74.199997,74.459999,72.209999,73.519997,73.519997,9567900
2021-01-22,73.519997,75.400002,72.900002,73.080002,73.080002,10117600
2021-01-25,74.459999,75.070000,68.610001,73.370003,73.370003,13803000
2021-01-26,73.650002,74.040001,68.570000,69.239998,69.239998,16432500
2021-01-27,65.519997,68.870003,62.150002,64.669998,64.669998,17567200
2021-01-28,67.320000,69.290001,66.010002,68.510002,68.510002,11665400
2021-01-29,68.000000,69.250000,65.910004,68.510002,68.510002,11215400
2021-02-01,69.610001,71.989998,68.550003,70.720001,70.720001,9755800
2021-02-02,72.480003,74.129997,71.370003,73.870003,73.870003,10042900
2021-02-03,76.000000,77.980003,73.029999,77.139999,77.139999,16319200
2021-02-04,78.779999,79.150002,75.050003,77.839996,77.839996,26599500
2021-02-05,86.199997,86.490997,79.699997,81.959999,81.959999,46052600
2021-02-08,81.430000,81.800003,77.940002,79.809998,79.809998,23275900
2021-02-09,79.449997,81.699997,79.029999,79.410004,79.410004,12494400
2021-02-10,80.904999,82.489998,78.535004,81.120003,81.120003,13025700
2021-02-11,85.699997,87.050003,83.500000,86.010002,86.010002,14407406
