Date,Open,High,Low,Close,Adj Close,Volume
2020-02-11,24.410000,24.930000,23.850000,24.030001,24.030001,18332400
2020-02-12,24.330000,24.370001,23.700001,23.940001,23.940001,15373300
2020-02-13,23.730000,24.170000,23.500000,23.540001,23.540001,17380600
2020-02-14,23.000000,23.790001,22.980000,23.219999,23.219999,16939800
2020-02-18,23.200001,23.690001,22.660000,22.760000,22.760000,11171000
2020-02-19,22.809999,23.860001,22.639999,23.600000,23.600000,13889600
2020-02-20,23.879999,24.389999,23.180000,23.540001,23.540001,11347900
2020-02-21,23.340000,23.440001,22.299999,22.480000,22.480000,12294300
2020-02-24,21.240000,21.980000,21.070000,21.650000,21.650000,12468100
2020-02-25,21.719999,22.090000,20.700001,20.959999,20.959999,14678600
2020-02-26,20.959999,21.445000,19.760000,20.309999,20.309999,15987300
2020-02-27,19.740000,20.709999,19.270000,20.209999,20.209999,17688800
2020-02-28,18.940001,20.129999,18.920000,19.500000,19.500000,26169800
2020-03-02,19.903000,20.000000,19.049999,20.000000,20.000000,14254100
2020-03-03,20.000000,20.180000,19.200001,19.280001,19.280001,9795700
2020-03-04,19.650000,19.820000,19.160000,19.799999,19.799999,8670100
2020-03-05,19.430000,19.580000,18.650000,18.940001,18.940001,9300300
2020-03-06,18.500000,18.702000,17.820000,18.510000,18.510000,12322500
2020-03-09,17.000000,17.480000,16.200001,16.209999,16.209999,13991100
2020-03-10,16.959999,17.049999,15.820000,16.740000,16.740000,10301400
2020-03-11,16.160000,16.340000,14.945000,15.450000,15.450000,14318700
2020-03-12,13.810000,14.230000,12.190000,13.310000,13.310000,23981100
2020-03-13,14.140000,14.310000,13.315000,14.310000,14.310000,13005600
2020-03-16,12.820000,12.820000,11.360000,11.640000,11.640000,18504600
2020-03-17,11.650000,12.780000,10.505000,12.650000,12.650000,15405500
2020-03-18,11.550000,12.400000,10.100000,10.920000,10.920000,13387600
2020-03-19,10.600000,13.050000,10.400000,12.610000,12.610000,14851400
2020-03-20,13.130000,13.610000,12.010000,12.210000,12.210000,10624600
2020-03-23,12.120000,12.880000,11.470000,12.520000,12.520000,9910100
2020-03-24,13.460000,14.280000,12.990000,14.260000,14.260000,14813100
2020-03-25,14.600000,14.950000,13.670000,14.030000,14.030000,14894700
2020-03-26,14.000000,15.580000,13.950000,15.200000,15.200000,10981100
2020-03-27,14.600000,15.470000,14.450000,14.940000,14.940000,10767500
2020-03-30,14.880000,15.510000,14.320000,15.420000,15.420000,10071400
2020-03-31,15.420000,16.129999,15.090000,15.440000,15.440000,8506800
2020-04-01,14.600000,14.690000,13.870000,14.170000,14.170000,9082500
2020-04-02,14.080000,14.720000,13.400000,13.700000,13.700000,7888600
2020-04-03,13.560000,14.000000,13.380000,13.820000,13.820000,5696600
2020-04-06,14.620000,15.280000,14.425000,15.210000,15.210000,8265200
2020-04-07,15.750000,16.059999,14.819000,15.060000,15.060000,10629700
2020-04-08,16.570000,17.000000,15.900000,16.830000,16.830000,24639900
2020-04-09,17.010000,17.660000,16.230000,16.750000,16.750000,13323300
2020-04-13,16.760000,16.760000,16.138000,16.469999,16.469999,6450000
2020-04-14,16.910000,17.417000,16.680000,17.240000,17.240000,8475800
2020-04-15,16.740000,17.370001,16.330000,17.030001,17.030001,9345400
2020-04-16,17.200001,17.330000,16.450001,17.010000,17.010000,7980700
2020-04-17,17.650000,17.750000,17.230000,17.450001,17.450001,6077700
2020-04-20,17.049999,18.129999,17.000000,17.430000,17.430000,10708500
2020-04-21,17.049999,17.520000,16.430000,16.870001,16.870001,11294900
2020-04-22,17.490000,19.490000,17.490000,19.260000,19.260000,24176100
2020-04-23,19.190001,19.309999,18.549999,18.850000,18.850000,8599200
2020-04-24,19.040001,20.700001,18.870001,20.620001,20.620001,16764100
2020-04-27,20.959999,21.559999,20.580000,20.780001,20.780001,14820700
2020-04-28,21.020000,21.020000,19.561001,19.889999,19.889999,8637300
2020-04-29,20.740000,21.100000,20.400000,20.850000,20.850000,10446600
2020-04-30,20.820000,21.059999,20.379999,20.660000,20.660000,10020600
2020-05-01,19.969999,20.430000,19.639999,19.750000,19.750000,9314000
2020-05-04,19.510000,21.490000,19.209999,21.430000,21.430000,11793300
2020-05-05,21.600000,22.080000,20.660000,20.809999,20.809999,27864800
2020-05-06,17.639999,18.620001,17.200001,17.719999,17.719999,39651500
2020-05-07,17.990000,18.980000,17.900000,18.700001,18.700001,20315700
2020-05-08,19.000000,19.864000,18.809999,19.790001,19.790001,16211400
2020-05-11,19.070000,19.320000,18.570000,18.610001,18.610001,16376700
2020-05-12,18.920000,18.969999,17.740000,17.760000,17.760000,16667200
2020-05-13,17.820000,18.090000,16.540001,16.610001,16.610001,18285500
2020-05-14,16.480000,17.090000,15.820000,17.059999,17.059999,11330800
2020-05-15,16.870001,18.280001,16.580000,18.240000,18.240000,12742000
2020-05-18,18.900000,18.934999,18.299999,18.520000,18.520000,10639700
2020-05-19,18.639999,19.440001,18.040001,18.660000,18.660000,19239000
2020-05-20,19.000000,19.309999,18.299999,18.889999,18.889999,12830000
2020-05-21,19.000000,19.190001,18.309999,18.690001,18.690001,8308600
2020-05-22,18.820000,18.885000,18.129999,18.600000,18.600000,7853500
2020-05-26,19.200001,19.680000,19.040001,19.500000,19.500000,13178000
2020-05-27,19.500000,19.510000,18.250000,19.110001,19.110001,12345700
2020-05-28,19.280001,20.230000,18.954000,19.799999,19.799999,13932100
2020-05-29,19.750000,20.320000,19.684999,20.290001,20.290001,12651300
2020-06-01,20.150000,20.549999,20.049999,20.430000,20.430000,7965900
2020-06-02,20.530001,20.885000,19.910000,20.510000,20.510000,12044900
2020-06-03,20.730000,21.639999,20.530001,21.440001,21.440001,9419400
2020-06-04,21.400000,22.180000,20.950001,21.200001,21.200001,12885500
2020-06-05,21.600000,22.705000,21.110001,22.129999,22.129999,12161100
2020-06-08,22.350000,22.559999,21.530001,22.190001,22.190001,19721700
2020-06-09,21.750000,22.730000,21.709999,22.040001,22.040001,9601500
2020-06-10,21.900000,22.530001,21.400000,22.410000,22.410000,12002100
2020-06-11,20.910000,21.525999,20.240000,20.260000,20.260000,12345500
2020-06-12,21.000000,21.299999,20.350000,20.889999,20.889999,10025100
2020-06-15,20.150000,21.309999,20.070000,21.150000,21.150000,11299200
2020-06-16,22.000000,22.270000,21.315001,22.200001,22.200001,8359200
2020-06-17,22.200001,22.580000,21.379999,22.400000,22.400000,15646900
2020-06-18,22.230000,23.315001,22.219999,23.059999,23.059999,18077600
2020-06-19,23.370001,24.350000,23.200001,23.209999,23.209999,20789200
2020-06-22,23.330000,24.170000,23.260000,23.950001,23.950001,14628500
2020-06-23,24.010000,24.330000,23.570000,24.070000,24.070000,14326800
2020-06-24,23.820000,24.170000,22.350000,23.170000,23.170000,12040000
2020-06-25,22.940001,23.490000,22.365000,22.580000,22.580000,12023100
2020-06-26,22.690001,23.740000,21.250000,21.610001,21.610001,45955800
2020-06-29,21.200001,22.090000,20.070000,22.040001,22.040001,14328900
2020-06-30,22.090000,22.270000,21.459999,22.170000,22.170000,8253600
2020-07-01,22.530001,23.600000,22.459999,23.280001,23.280001,15591300
2020-07-02,23.950001,24.549999,23.780001,24.110001,24.110001,18224300
2020-07-06,24.559999,26.065001,24.309999,25.820000,25.820000,21918200
2020-07-07,25.580000,26.299999,25.340000,25.850000,25.850000,12016700
2020-07-08,26.129999,27.000000,25.950001,27.000000,27.000000,16272800
2020-07-09,27.320000,27.830000,26.770000,27.420000,27.420000,13994600
2020-07-10,27.320000,27.350000,26.094999,26.559999,26.559999,12810600
2020-07-13,27.070000,27.219999,24.719999,24.770000,24.770000,11553500
2020-07-14,24.639999,25.014999,23.760000,24.740000,24.740000,14933700
2020-07-15,25.120001,25.700001,24.184999,24.620001,24.620001,10930700
2020-07-16,24.389999,24.740000,24.010000,24.650000,24.650000,8761200
2020-07-17,24.930000,25.010000,24.410000,24.930000,24.930000,7535300
2020-07-20,24.980000,26.150000,24.850000,26.080000,26.080000,8068400
2020-07-21,26.500000,26.520000,25.469999,25.719999,25.719999,10461400
2020-07-22,25.400000,25.660000,24.750000,25.389999,25.389999,11745300
2020-07-23,25.260000,25.420000,24.280001,24.639999,24.639999,9939300
2020-07-24,24.219999,24.690001,23.559999,24.540001,24.540001,9096200
2020-07-27,24.480000,24.590000,23.840000,24.270000,24.270000,6881100
2020-07-28,24.160000,24.459999,23.875000,24.000000,24.000000,5295900
2020-07-29,24.330000,25.160000,24.240000,24.950001,24.950001,9551500
2020-07-30,24.590000,25.370001,24.410000,25.190001,25.190001,16260300
2020-07-31,24.590000,34.500000,24.590000,34.290001,34.290001,111658700
2020-08-03,34.599998,37.330002,34.290001,36.080002,36.080002,45779300
2020-08-04,34.720001,35.070000,33.799999,34.910000,34.910000,38072700
2020-08-05,35.000000,36.279999,34.639999,35.880001,35.880001,15411400
2020-08-06,36.259998,36.270000,35.360001,35.900002,35.900002,10960200
2020-08-07,35.849998,37.250000,34.299999,34.980000,34.980000,19687900
2020-08-10,36.509998,36.790001,34.935001,35.860001,35.860001,22474600
2020-08-11,34.930000,35.520000,34.340000,34.400002,34.400002,11420100
2020-08-12,34.639999,35.930000,33.560001,35.529999,35.529999,13933500
2020-08-13,35.270000,35.750000,34.590000,34.860001,34.860001,12172200
2020-08-14,34.750000,35.101002,34.455002,34.680000,34.680000,7352600
2020-08-17,34.610001,35.320000,34.189999,35.009998,35.009998,12219500
2020-08-18,35.980000,37.290001,35.180000,35.980000,35.980000,18262900
2020-08-19,35.790001,38.230000,34.490002,34.529999,34.529999,29472900
2020-08-20,34.740002,34.900002,33.650002,34.500000,34.500000,12815000
2020-08-21,34.549999,34.750000,33.580002,34.189999,34.189999,16864600
2020-08-24,33.950001,34.139999,32.509998,32.900002,32.900002,16739800
2020-08-25,33.160000,34.310001,32.849998,34.070000,34.070000,9347000
2020-08-26,34.180000,34.980000,33.799999,34.310001,34.310001,9093700
2020-08-27,34.430000,34.974998,33.610001,34.490002,34.490002,10750500
2020-08-28,34.610001,35.380001,33.950001,35.340000,35.340000,8018100
2020-08-31,35.419998,37.110001,35.189999,36.790001,36.790001,17002900
2020-09-01,36.869999,38.669998,36.299999,38.360001,38.360001,20023900
2020-09-02,39.040001,39.639999,36.910000,38.810001,38.810001,15752400
2020-09-03,37.799999,37.970001,35.410000,35.930000,35.930000,16725600
2020-09-04,35.320000,36.240002,32.840000,34.380001,34.380001,14893600
2020-09-08,32.630001,35.930000,32.490002,34.029999,34.029999,13495600
2020-09-09,34.619999,35.910000,34.459999,35.509998,35.509998,9472300
2020-09-10,36.000000,36.880001,34.580002,34.689999,34.689999,9357300
2020-09-11,34.939999,35.380001,33.169998,34.110001,34.110001,12322500
2020-09-14,35.060001,36.619999,34.910000,36.320000,36.320000,12820400
2020-09-15,37.009998,37.869999,36.310001,37.610001,37.610001,13280200
2020-09-16,37.880001,37.900002,36.590000,37.130001,37.130001,12857300
2020-09-17,35.980000,37.580002,35.490002,36.590000,36.590000,11343700
2020-09-18,37.049999,37.110001,35.959999,36.880001,36.880001,23454500
2020-09-21,36.160000,37.000000,35.770000,36.869999,36.869999,11057600
2020-09-22,37.410000,40.590000,37.360001,40.549999,40.549999,38464500
2020-09-23,40.540001,42.560001,39.270000,39.549999,39.549999,34574900
2020-09-24,39.169998,39.799999,38.060001,38.490002,38.490002,16381600
2020-09-25,38.759998,39.959999,38.189999,39.900002,39.900002,9279400
2020-09-28,41.110001,41.490002,40.060001,40.980000,40.980000,12337100
2020-09-29,41.270000,41.700001,40.500000,40.560001,40.560001,12234000
2020-09-30,40.720001,42.160000,40.630001,41.509998,41.509998,10862100
2020-10-01,42.290001,44.700001,41.599998,44.529999,44.529999,30647900
2020-10-02,43.200001,44.799999,42.720001,43.820000,43.820000,13603100
2020-10-05,44.020000,45.200001,43.150002,44.070000,44.070000,18275300
2020-10-06,43.860001,44.509998,42.320000,43.009998,43.009998,14583800
2020-10-07,43.759998,44.090000,42.900002,43.360001,43.360001,9357700
2020-10-08,44.049999,44.090000,43.070000,43.610001,43.610001,7737100
2020-10-09,44.020000,44.580002,43.320000,43.389999,43.389999,11324600
2020-10-12,44.500000,45.840000,43.810001,44.040001,44.040001,16994900
2020-10-13,44.500000,44.759998,43.720001,44.150002,44.150002,9151000
2020-10-14,44.480000,44.639999,43.570000,43.990002,43.990002,8338900
2020-10-15,43.330002,43.790001,42.669998,43.650002,43.650002,9851900
2020-10-16,45.160000,45.700001,43.959999,44.060001,44.060001,10908700
2020-10-19,44.200001,46.349998,44.060001,45.820000,45.820000,19387900
2020-10-20,46.127998,46.189999,44.610001,45.320000,45.320000,11595300
2020-10-21,49.400002,52.049999,48.799999,49.380001,49.380001,45491500
2020-10-22,50.349998,51.228001,48.286999,50.810001,50.810001,15688100
2020-10-23,51.060001,53.230000,49.630001,53.000000,53.000000,16705300
2020-10-26,53.450001,53.869999,49.099998,50.459999,50.459999,25385800
2020-10-27,51.004002,52.900002,50.189999,52.520000,52.520000,17840700
2020-10-28,50.020000,50.700001,48.570000,49.250000,49.250000,34013200
2020-10-29,64.000000,68.930000,61.119999,62.509998,62.509998,128101800
2020-10-30,61.110001,61.750000,57.709999,58.950001,58.950001,57123100
2020-11-02,59.000000,59.770000,56.310001,58.380001,58.380001,36422200
2020-11-03,58.709999,59.939999,57.770000,59.580002,59.580002,20781800
2020-11-04,60.080002,61.919998,59.330002,61.450001,61.450001,21601300
2020-11-05,62.799999,63.730000,61.509998,63.470001,63.470001,15673000
2020-11-06,63.320000,65.470001,62.049999,64.739998,64.739998,12283900
2020-11-09,61.000000,61.750000,57.375999,57.750000,57.750000,19633400
2020-11-10,57.000000,57.150002,52.060001,55.669998,55.669998,22938900
2020-11-11,56.400002,59.990002,56.349998,59.549999,59.549999,15981400
2020-11-12,59.259998,60.930000,58.525002,60.259998,60.259998,12935100
2020-11-13,61.189999,62.627998,60.077000,62.320000,62.320000,11989700
2020-11-16,61.480000,62.650002,59.119999,62.619999,62.619999,11595900
2020-11-17,62.470001,64.120003,61.810001,63.349998,63.349998,9239900
2020-11-18,63.400002,65.279999,62.700001,64.449997,64.449997,9875900
2020-11-19,64.970001,67.190002,64.790001,65.949997,65.949997,10876200
2020-11-20,66.500000,67.599998,66.150002,66.849998,66.849998,7780000
2020-11-23,67.599998,68.099998,63.634998,65.790001,65.790001,12945200
2020-11-24,65.879997,65.879997,62.430000,64.029999,64.029999,13584600
2020-11-25,64.260002,67.739998,64.099998,67.419998,67.419998,10655000
2020-11-27,68.120003,70.110001,66.889999,69.720001,69.720001,8459200
2020-11-30,70.250000,70.629997,65.750000,70.019997,70.019997,15082900
2020-12-01,70.910004,71.099998,67.430000,68.209999,68.209999,8270600
2020-12-02,67.500000,68.449997,65.010002,68.010002,68.010002,6581900
2020-12-03,68.470001,71.370003,68.000000,69.699997,69.699997,10601600
2020-12-04,70.139999,70.250000,66.790001,67.309998,67.309998,9515600
2020-12-07,68.279999,70.910004,67.910004,70.309998,70.309998,9412500
2020-12-08,70.250000,70.800003,68.419998,69.919998,69.919998,6097500
2020-12-09,69.900002,72.720001,67.449997,68.470001,68.470001,10697500
2020-12-10,67.779999,71.910004,66.599998,71.639999,71.639999,8500900
